Wavelength,Abs,Concentration
769.9678345,-0.000903825,3.99E-09
765.0496216,-0.001737145,3.99E-09
759.9814453,0.00114772,3.99E-09
755.0449829,0.002550486,3.99E-09
749.9581909,-0.000685799,3.99E-09
745.0037231,-0.000354183,3.99E-09
740.0404663,0.004149452,3.99E-09
735.0685425,-0.001612443,3.99E-09
729.9454346,-0.000104722,3.99E-09
724.9559326,0.000856608,3.99E-09
719.9578857,0.001074275,3.99E-09
714.951355,0.000284606,3.99E-09
709.9364014,-0.000338974,3.99E-09
705.0567017,0.000953416,3.99E-09
700.0252686,0.002290596,3.99E-09
694.9855957,0.000772425,3.99E-09
689.9377441,0.000641488,3.99E-09
685.0263062,0.00125412,3.99E-09
679.9624634,-0.000730095,3.99E-09
675.0356445,0.004565268,3.99E-09
669.9560547,0.000840294,3.99E-09
665.0139771,-0.000150527,3.99E-09
660.0645752,-0.002731422,3.99E-09
654.9619141,0.00068302,3.99E-09
649.9976196,-0.001132689,3.99E-09
645.026123,-3.05E-05,3.99E-09
640.0474243,0.00183897,3.99E-09
635.0616455,0.002774474,3.99E-09
630.0687866,0.003006268,3.99E-09
625.0689087,0.000643432,3.99E-09
620.0620728,0.000684757,3.99E-09
615.0483398,-0.001223251,3.99E-09
610.027771,-0.00061172,3.99E-09
605.0004272,-0.000816194,3.99E-09
599.9663086,0.000164536,3.99E-09
595.0739136,-0.000845286,3.99E-09
590.0267334,2.48E-05,3.99E-09
584.9729614,0.003053449,3.99E-09
580.0615845,0.000162724,3.99E-09
574.9951172,0.000694506,3.99E-09
570.0714722,-0.000747616,3.99E-09
564.9923706,-9.78E-05,3.99E-09
560.0567017,0.001887481,3.99E-09
554.965271,0.003150435,3.99E-09
550.0177002,0.001528509,3.99E-09
545.0643921,0.001055565,3.99E-09
539.9550171,0.000999571,3.99E-09
534.9901123,-0.000547867,3.99E-09
530.0196533,0.001512663,3.99E-09
525.0436401,0.001615983,3.99E-09
520.0620728,0.002527833,3.99E-09
515.0751343,0.002436661,3.99E-09
509.9313965,0.001962754,3.99E-09
504.9335022,0.000936372,3.99E-09
499.9303284,0.001600524,3.99E-09
495.073761,0.002080148,3.99E-09
490.0603333,0.001102562,3.99E-09
485.0417786,-0.001204511,3.99E-09
480.0181274,0.002196612,3.99E-09
474.9894409,0.004231418,3.99E-09
469.95578,0.001693262,3.99E-09
465.0699463,-0.001435384,3.99E-09
460.0266418,0.002034893,3.99E-09
454.9785461,0.000888616,3.99E-09
449.9256592,0.003152782,3.99E-09
445.0213623,-0.00074529,3.99E-09
439.959259,0.003864915,3.99E-09
435.0461426,0.001471623,3.99E-09
429.9749756,0.000595993,3.99E-09
425.0531921,-0.000343112,3.99E-09
419.9732361,0.000986702,3.99E-09
415.0429993,0.000220604,3.99E-09
409.9544373,0.001306902,3.99E-09
405.0159607,0.002043241,3.99E-09
400.0734863,0.000852329,3.99E-09
394.9724426,0.002557881,3.99E-09
390.0220337,-0.000280513,3.99E-09
385.067749,0.00169807,3.99E-09
379.9547119,-0.001560498,3.99E-09
374.9927979,-0.000117144,3.99E-09
370.0271912,0.003630105,3.99E-09
365.0579529,0.000994097,3.99E-09
359.929657,0.003088304,3.99E-09
354.9531555,-0.003853581,3.99E-09
349.973175,-8.13E-05,3.99E-09
344.9897461,0.00199981,3.99E-09
340.0028992,0.001757611,3.99E-09
335.0127258,-0.001464692,3.99E-09
330.0192566,-0.00139183,3.99E-09
325.0225525,0.000867217,3.99E-09
320.0226135,0.002280291,3.99E-09
315.0195618,-0.000314401,3.99E-09
310.0133667,0.001301943,3.99E-09
305.0041504,0.001249993,3.99E-09
299.9919434,0.004531445,3.99E-09
294.9767761,0.003858908,3.99E-09
289.9586792,0.003427773,3.99E-09
284.9377747,0.002317947,3.99E-09
280.0710754,0.004374763,3.99E-09
275.0446472,0.001028268,3.99E-09
270.015564,0.003922585,3.99E-09
264.9837952,0.004418041,3.99E-09
259.9494324,0.003831773,3.99E-09
255.0699463,-0.001940162,3.99E-09
250.0305939,0.003560571,3.99E-09
245.0186615,0.002315813,3.99E-09
240.0045319,0.001423782,3.99E-09
234.9880371,0.010727066,3.99E-09
229.9692688,-0.002917519,3.99E-09
224.9482422,0.003253285,3.99E-09
219.9250183,0.007643986,3.99E-09
215.0567322,0.007390615,3.99E-09
210.0293274,0.009790098,3.99E-09
204.9998779,0.00337322,3.99E-09
199.9680481,0.004432607,3.99E-09
799.9783936,-0.002261917,8.00E-06
794.9778442,0.001112553,8.00E-06
789.9673462,-0.00281085,8.00E-06
784.9469604,0.00062386,8.00E-06
780.0567017,-0.000392564,8.00E-06
775.0170898,-0.002798247,8.00E-06
769.9678345,-0.00103715,8.00E-06
765.0496216,0.000823462,8.00E-06
759.9814453,-0.00204148,8.00E-06
755.0449829,0.002865744,8.00E-06
749.9581909,0.001031252,8.00E-06
745.0037231,-0.002112584,8.00E-06
740.0404663,0.004275909,8.00E-06
735.0685425,0.00126113,8.00E-06
729.9454346,0.00051751,8.00E-06
724.9559326,-3.19E-05,8.00E-06
719.9578857,0.002013255,8.00E-06
714.951355,0.00201081,8.00E-06
709.9364014,0.000587543,8.00E-06
705.0567017,6.47E-05,8.00E-06
700.0252686,0.001159244,8.00E-06
694.9855957,-0.00011554,8.00E-06
689.9377441,0.001013452,8.00E-06
685.0263062,0.000228737,8.00E-06
679.9624634,-0.001069223,8.00E-06
675.0356445,0.002325676,8.00E-06
669.9560547,0.000930976,8.00E-06
665.0139771,0.001758676,8.00E-06
660.0645752,-4.35E-05,8.00E-06
654.9619141,0.002185971,8.00E-06
649.9976196,0.000912117,8.00E-06
645.026123,-0.00051286,8.00E-06
640.0474243,0.004097761,8.00E-06
635.0616455,0.004743739,8.00E-06
630.0687866,0.000802922,8.00E-06
625.0689087,0.001658571,8.00E-06
620.0620728,0.002219247,8.00E-06
615.0483398,0.002618113,8.00E-06
610.027771,0.000550918,8.00E-06
605.0004272,0.001671407,8.00E-06
599.9663086,0.001721277,8.00E-06
595.0739136,0.002032942,8.00E-06
590.0267334,0.004021726,8.00E-06
584.9729614,0.008145711,8.00E-06
580.0615845,0.010137604,8.00E-06
574.9951172,0.015983609,8.00E-06
570.0714722,0.024663066,8.00E-06
564.9923706,0.03808067,8.00E-06
560.0567017,0.057211809,8.00E-06
554.965271,0.082631603,8.00E-06
550.0177002,0.102848113,8.00E-06
545.0643921,0.130316585,8.00E-06
539.9550171,0.153608412,8.00E-06
534.9901123,0.169096038,8.00E-06
530.0196533,0.183891445,8.00E-06
525.0436401,0.194063872,8.00E-06
520.0620728,0.204663679,8.00E-06
515.0751343,0.205829576,8.00E-06
509.9313965,0.210546508,8.00E-06
504.9335022,0.208013564,8.00E-06
499.9303284,0.20779331,8.00E-06
495.073761,0.200545654,8.00E-06
490.0603333,0.188529983,8.00E-06
485.0417786,0.176557213,8.00E-06
480.0181274,0.160502747,8.00E-06
474.9894409,0.147452131,8.00E-06
469.95578,0.13019374,8.00E-06
465.0699463,0.115980782,8.00E-06
460.0266418,0.103114918,8.00E-06
454.9785461,0.089660108,8.00E-06
449.9256592,0.081816904,8.00E-06
445.0213623,0.071292929,8.00E-06
439.959259,0.069092736,8.00E-06
435.0461426,0.05441355,8.00E-06
429.9749756,0.058101274,8.00E-06
425.0531921,0.057132557,8.00E-06
419.9732361,0.056643829,8.00E-06
415.0429993,0.05788321,8.00E-06
409.9544373,0.057579566,8.00E-06
405.0159607,0.057836838,8.00E-06
400.0734863,0.055022895,8.00E-06
394.9724426,0.053723142,8.00E-06
390.0220337,0.048078012,8.00E-06
385.067749,0.046746235,8.00E-06
379.9547119,0.040612374,8.00E-06
374.9927979,0.037914544,8.00E-06
370.0271912,0.03378075,8.00E-06
365.0579529,0.030162737,8.00E-06
359.929657,0.030838337,8.00E-06
354.9531555,0.022661727,8.00E-06
349.973175,0.024648901,8.00E-06
344.9897461,0.026706785,8.00E-06
340.0028992,0.03077809,8.00E-06
335.0127258,0.036976557,8.00E-06
330.0192566,0.051108316,8.00E-06
325.0225525,0.074088946,8.00E-06
320.0226135,0.089265287,8.00E-06
315.0195618,0.090508223,8.00E-06
310.0133667,0.085845634,8.00E-06
305.0041504,0.080935046,8.00E-06
299.9919434,0.067849323,8.00E-06
294.9767761,0.062548533,8.00E-06
289.9586792,0.06425947,8.00E-06
284.9377747,0.066165783,8.00E-06
280.0710754,0.079177961,8.00E-06
275.0446472,0.092751689,8.00E-06
270.015564,0.108238339,8.00E-06
264.9837952,0.111533776,8.00E-06
259.9494324,0.116569474,8.00E-06
255.0699463,0.129294157,8.00E-06
250.0305939,0.161425158,8.00E-06
245.0186615,0.19539018,8.00E-06
240.0045319,0.215449899,8.00E-06
234.9880371,0.234618858,8.00E-06
229.9692688,0.228427574,8.00E-06
224.9482422,0.249532148,8.00E-06
219.9250183,0.312057376,8.00E-06
215.0567322,0.375746161,8.00E-06
210.0293274,0.397880793,8.00E-06
204.9998779,0.397483707,8.00E-06
199.9680481,0.379172862,8.00E-06
799.9783936,-0.003276371,1.60E-05
794.9778442,0.00173895,1.60E-05
789.9673462,0.002459205,1.60E-05
784.9469604,-0.001281843,1.60E-05
780.0567017,-0.001847223,1.60E-05
775.0170898,-0.002646732,1.60E-05
769.9678345,-0.001550439,1.60E-05
765.0496216,0.003181309,1.60E-05
759.9814453,-0.002469528,1.60E-05
755.0449829,-0.00058768,1.60E-05
749.9581909,0.001129059,1.60E-05
745.0037231,-0.00133124,1.60E-05
740.0404663,0.002208658,1.60E-05
735.0685425,0.000109848,1.60E-05
729.9454346,0.002041187,1.60E-05
724.9559326,-0.000194205,1.60E-05
719.9578857,0.002304284,1.60E-05
714.951355,-0.000232032,1.60E-05
709.9364014,-0.000390909,1.60E-05
705.0567017,0.00111014,1.60E-05
700.0252686,0.001152625,1.60E-05
694.9855957,0.000531479,1.60E-05
689.9377441,-0.000243622,1.60E-05
685.0263062,0.000803674,1.60E-05
679.9624634,-0.001302181,1.60E-05
675.0356445,0.003681975,1.60E-05
669.9560547,-0.000288636,1.60E-05
665.0139771,0.001447182,1.60E-05
660.0645752,-0.00270189,1.60E-05
654.9619141,0.000775096,1.60E-05
649.9976196,0.000129812,1.60E-05
645.026123,4.96E-05,1.60E-05
640.0474243,0.001157764,1.60E-05
635.0616455,0.003195312,1.60E-05
630.0687866,0.001657817,1.60E-05
625.0689087,0.000481331,1.60E-05
620.0620728,0.002180872,1.60E-05
615.0483398,0.001177335,1.60E-05
610.027771,0.001276058,1.60E-05
605.0004272,0.001311809,1.60E-05
599.9663086,0.002336763,1.60E-05
595.0739136,0.004262917,1.60E-05
590.0267334,0.008391394,1.60E-05
584.9729614,0.013184703,1.60E-05
580.0615845,0.021261929,1.60E-05
574.9951172,0.033158336,1.60E-05
570.0714722,0.051073723,1.60E-05
564.9923706,0.079022057,1.60E-05
560.0567017,0.116843253,1.60E-05
554.965271,0.164149195,1.60E-05
550.0177002,0.211380914,1.60E-05
545.0643921,0.263212532,1.60E-05
539.9550171,0.305818945,1.60E-05
534.9901123,0.336332589,1.60E-05
530.0196533,0.364420384,1.60E-05
525.0436401,0.38185963,1.60E-05
520.0620728,0.399553657,1.60E-05
515.0751343,0.408093005,1.60E-05
509.9313965,0.41509831,1.60E-05
504.9335022,0.417237341,1.60E-05
499.9303284,0.414209098,1.60E-05
495.073761,0.401451081,1.60E-05
490.0603333,0.38002032,1.60E-05
485.0417786,0.355149746,1.60E-05
480.0181274,0.324485242,1.60E-05
474.9894409,0.296659052,1.60E-05
469.95578,0.26199171,1.60E-05
465.0699463,0.233621076,1.60E-05
460.0266418,0.206613049,1.60E-05
454.9785461,0.178755537,1.60E-05
449.9256592,0.159716755,1.60E-05
445.0213623,0.140903711,1.60E-05
439.959259,0.132755369,1.60E-05
435.0461426,0.122181438,1.60E-05
429.9749756,0.119897224,1.60E-05
425.0531921,0.117415853,1.60E-05
419.9732361,0.115370736,1.60E-05
415.0429993,0.113096587,1.60E-05
409.9544373,0.112180784,1.60E-05
405.0159607,0.111077815,1.60E-05
400.0734863,0.102714233,1.60E-05
394.9724426,0.100229166,1.60E-05
390.0220337,0.09342996,1.60E-05
385.067749,0.088298619,1.60E-05
379.9547119,0.078117281,1.60E-05
374.9927979,0.068963431,1.60E-05
370.0271912,0.066475615,1.60E-05
365.0579529,0.055188704,1.60E-05
359.929657,0.050905287,1.60E-05
354.9531555,0.040986218,1.60E-05
349.973175,0.045018625,1.60E-05
344.9897461,0.046166491,1.60E-05
340.0028992,0.05571305,1.60E-05
335.0127258,0.072450362,1.60E-05
330.0192566,0.105739586,1.60E-05
325.0225525,0.148990423,1.60E-05
320.0226135,0.174646035,1.60E-05
315.0195618,0.184026361,1.60E-05
310.0133667,0.178427219,1.60E-05
305.0041504,0.158449933,1.60E-05
299.9919434,0.137744442,1.60E-05
294.9767761,0.126029939,1.60E-05
289.9586792,0.125892311,1.60E-05
284.9377747,0.132835522,1.60E-05
280.0710754,0.159208521,1.60E-05
275.0446472,0.189863801,1.60E-05
270.015564,0.222777516,1.60E-05
264.9837952,0.230896816,1.60E-05
259.9494324,0.236953914,1.60E-05
255.0699463,0.257112771,1.60E-05
250.0305939,0.32452625,1.60E-05
245.0186615,0.403149456,1.60E-05
240.0045319,0.439150244,1.60E-05
234.9880371,0.493219167,1.60E-05
229.9692688,0.454763234,1.60E-05
224.9482422,0.469263196,1.60E-05
219.9250183,0.575441301,1.60E-05
215.0567322,0.649455965,1.60E-05
210.0293274,0.640621007,1.60E-05
204.9998779,0.584215224,1.60E-05
199.9680481,0.524884284,1.60E-05
